Gene,Mock,30min,90min,180min
LOC618947,20,0,0,0
LOC618973,2.22813,0,0,0
LOC618976,0,-0.0236972,0.717775,0.500434
LOC618985,0,0,-0.384912,-1.92476
LOC619000,1.18172,-0.576137,0.783126,0.665887
LOC619000-2,-0.297027,-1.39379,-0.84902,-3.05025
LOC619021,0,0,0,0
LOC619026,-0.0549021,0,-1.1896,-3.13856
LOC619067,0.706418,-2.29363,-2.28375,-3.1226
LOC619083,0.817058,0,0.174876,0
LOC619094,0,0,0,0
LOC619113,0,0,20,0
LOC619141,-1.85622,2.25354,0.669647,-0.442466
LOC619159,-0.0621946,0.913348,-1.17971,-2.02565
LOC619177,-0.981896,0.65014,-0.0891457,-1.17488
LOC751574,-0.562328,0,-1.20304,0.605159
LOC751789,0.911909,-2.69941,0.0411768,2.14844
LOC751810,0.259235,0.155203,0.673674,3.1201
LOC767871,-0.0900056,-0.2475,-1.7174,0.275555
LOC768229,0,-0.372116,0.202262,-3.36167
LOC768255,-0.00925518,-0.195448,0.323129,4.3486
LOC768323,0,0,0,0
LOC777593,-0.224792,-1.68869,-1.43871,-0.790548
LOC777598,0,0,-0.0337556,0
LOC777692,0.100397,-2.34951,-0.501932,-1.77599
LOC780781,0,0.483381,-1.1321,-0.182291
LOC780846,-1.74236,-2.3871,-0.858978,-0.907047
LOC780876,0.767358,0.330967,0.0928897,0.495644
LOC780933,1.29176,0,0.576701,0
LOC780963,0.577454,-3.1534,-0.260743,-0.877797
LOC780968,0.144598,-0.380595,0.579059,-0.0576706
LOC780976,1.22535,0,0.530447,-0.784912
LOC780982,0,0,1.75946,-1.94157
LOC780996,-0.293072,-0.365137,-0.441061,-1.9224
LOC781001,-1.67137,-3.0613,-1.6024,-0.940077
LOC781004,-0.622223,-1.96995,-0.177024,-1.72504
LOC781022,0.738326,1.36981,1.28023,-0.470183
LOC781060,-1.82187,-1.2802,-0.671343,-0.991921
LOC781072,1.072,1.50794,1.09409,0.408386
LOC781112,0,0,-0.357106,-1.35296
LOC781146,-0.119988,0.0541874,1.08636,-0.544943
LOC781152,2.14525,1.86228,0.916669,0.464189
LOC781182,0.412659,-0.265918,0.213381,0.873436
LOC781192,-2.17136,-0.263705,-0.212115,0.407525
LOC781197,0.0336442,0.273329,0.651788,-0.507303
LOC781200,-0.388196,0.373265,-0.619373,-2.35152
LOC781218,0.04847,1.12971,1.44244,-0.452527
LOC781223,0,20,20,0
LOC781224,0.544043,-1.4834,0.0503083,1.40004
LOC781253,0.281894,-1.51517,0.988618,-0.934334
LOC781264,-0.66424,0,-1.29181,-0.773705
LOC781277,0.37103,0,-0.439681,1.67461
LOC781280,-1.80097,-3.02723,-1.65577,-4.37689
LOC781282,0.406213,-0.500656,0.0571529,-1.12054
LOC781282-2,-1.50946,-3.62353,-2.41544,-2.75591
LOC781285,0.613892,0,0,0
LOC781298,-0.778271,-0.947249,0.201663,1.45117
LOC781304,3.49451,0.610816,2.05607,-1.39298
LOC781318,2.04588,0.236734,1.97618,0
LOC781323,0.20247,0,-1.99122,0
LOC781324,0.213598,0,-1.46765,0
LOC781339,0.295456,-2.20441,-0.610191,-1.34017
LOC781363,0,0,-0.827526,-2.81006
LOC781403,0,0,0.593963,0
LOC781410,0,0,0,0
LOC781415,4.00832,-3.62809,2.76526,2.99952
LOC781423,1.48834,-2.29541,0.286922,2.95058
LOC781434,0,0,0,0
LOC781439,-0.9655,-3.24698,-0.622035,0.822322
LOC781444,0,0,0,-0.597085
LOC781446,-0.885781,0,-0.708012,-1.33758
LOC781478,-0.0603068,-3.03746,-0.327752,-1.57909
LOC781483,20,0,20,20
LOC781486,1.66948,1.15092,-0.0317349,-1.01091
LOC781489,0.288476,4.53296,2.87364,-2.56802
LOC781494,-0.357158,-0.365186,0.540843,2.23803
LOC781499,-0.835337,-1.72693,-0.686932,1.01042
LOC781509,0,0,0,-1.82738
LOC781533,0.440519,-0.565526,0.190742,1.54132
LOC781562,0,0,0,0
LOC781584,-1.06664,0,-1.69476,1.33927
LOC781590,0.551603,1.7582,0.511228,-3.04809
LOC781596,0,-0.579466,-0.304015,-2.25556
LOC781635,-0.606531,0,-0.554973,0
LOC781663,0.251517,-1.91971,0.177483,-0.518416
LOC781675,0.318178,-2.78576,-0.0712745,1.55672
LOC781692,0,-1.81942,-2.20402,0.832102
LOC781710,-0.127405,-0.406179,1.31111,2.8285
LOC781713,2.36013,0,0.00534629,0.0990307
LOC781726,-0.378039,-0.0834041,0.124226,-0.795773
LOC781739,0.748224,2.02287,1.038,1.02513
LOC781749,-0.249557,-0.793985,-0.492836,-1.50411
LOC781758,-0.714089,0,-1.42382,0
LOC781764,-0.879387,-0.190392,-2.42049,-2.71403
LOC781772,-0.346376,-0.166627,-0.0752972,-1.06128
LOC781778,-3.37687,-1.00219,-1.98206,-3.4018
LOC781804,1.10082,1.70425,0,0
LOC781808,0.641882,-0.613106,-1.80601,-3.59773
LOC781815,-1.49952,-0.219367,-1.25334,-2.54871
LOC781828,1.07332,0,0.08599,-1.66011
LOC781841,0.769959,-2.55555,-1.40792,-4.85624
LOC781843,-0.224779,0,-0.9134,0
LOC781853,-2.24923,-1.84554,-1.11964,-2.71111
LOC781895,0,1.36134,-0.674743,0
LOC781911,0,-1.21697,-0.545813,-2.96177
LOC781948,-0.927487,-0.19835,0.173005,-0.445394
LOC781965,0.63468,2.09609,0.483775,-2.70464
LOC781968,-0.350553,0.8416,-0.262193,-2.24496
LOC781977,0.420412,-0.493238,0.751612,0.998766
LOC781979,-0.454469,-1.42502,-0.745976,-0.409857
LOC781988,-0.142187,-3.19076,-0.55117,-1.71438
LOC782009,20,0,20,20
LOC782021,0.37949,0.205575,0.72343,-0.352466
LOC782038,-0.205123,0,-3.48601,-1.86507
LOC782046,20,0,0,0
LOC782048,-0.934219,-3.14465,-1.63789,-2.54135
LOC782054,-0.442653,0.0311415,-0.0528358,-0.679932
LOC782061,-0.273489,1.07318,-0.651619,-1.77454
LOC782062,0.701746,1.04863,2.23466,3.488
LOC782076,-0.645838,-1.15303,-0.51927,5.19521
LOC782102,20,0,20,0
LOC782114,0,-2.59012,0,-1.44135
LOC782129,1.12477,0.757503,0.335891,0.0392634
LOC782142,0.364559,-1.35705,-0.182328,-2.30895
LOC782145,0.824983,1.55203,1.06713,0.655067
LOC782152,2.32298,0,2.54286,-0.828689
LOC782155,1.20389,0,1.52469,-2.01597
LOC782159,0,0,0,-2.97282
LOC782190,0.175483,0,0.505164,-1.99267
LOC782191,1.06324,0.896235,0.1302,-0.620255
LOC782216,0,0,1.07471,-0.972414
LOC782220,-0.158845,0,-1.89419,0
LOC782221,0,0,0,-0.969915
LOC782251,-1.71877,-0.692985,-1.4255,-2.44829
LOC782255,0,0,0,0
LOC782258,1.7998,1.22241,2.00447,2.18667
LOC782261,0.116323,0,-0.872062,-1.54475
LOC782262,1.51417,0,0.697156,-0.86222
LOC782264,-1.06792,-3.51091,-0.83703,-0.725394
LOC782270,0.875312,2.27049,1.4175,0.501538
LOC782286,-0.121901,-1.11127,-0.294679,-4.27573
LOC782288,0,0,0,0
LOC782293,0.289976,-1.22138,-0.10976,0.783077
LOC782296,-0.947809,-2.09099,0.24521,-1.56171
LOC782297,-0.506102,0,0,0
LOC782301,-1.12798,0.387292,-2.31747,0.163504
LOC782327,2.20457,5.10656,2.43192,6.49404
LOC782329,0,0.281189,0.035183,2.06508
LOC782338,-0.316567,-1.11758,-0.304726,-2.32475
LOC782341,0,0,-1.42622,-3.4632
LOC782348,0.480189,-0.190324,0.130695,-1.10377
LOC782350,0,0,1.29176,0
LOC782366,0,0,0,-3.31819
LOC782367,0.0695529,-0.927803,0.820865,1.44569
LOC782370,-0.920194,-0.353132,-0.845735,-0.111488
LOC782373,0,0,-1.02674,0
LOC782385,0,0,0,0
LOC782400,0.853656,0,-0.640207,-1.47561
LOC782430,-0.0805199,0,-0.175769,-1.07194
LOC782436,0.237283,0.118124,0.50101,-0.00856032
LOC782437,1.63698,0.389699,1.2948,1.96261
LOC782456,-0.456906,-1.70031,-0.01542,-1.121
LOC782475,0.761631,-2.23012,-1.41663,0.648085
LOC782487,0.657415,1.77281,2.3947,0.585165
LOC782491,-0.0546119,-2.19405,-1.13104,-4.08118
LOC782513,1.09905,1.09343,1.93195,0
LOC782525,1.24978,1.07562,1.27577,1.36279
LOC782527,-0.315499,-1.25048,-0.533165,1.0108
LOC782544,0,0,20,20
LOC782545,-0.48321,-3.40516,-1.4697,-6.22728
LOC782554,2.05044,0,0.238611,1.42448
LOC782576,0.0555589,0,-0.740625,0
LOC782577,0,0,0,0
LOC782591,-0.0520721,0,0.215257,0
LOC782592,-0.830473,0,-2.56978,-5.06457
LOC782598,-1.88965,-3.67232,-2.14535,0.651717
LOC782599,0.368375,-1.46387,-1.85889,-0.864135
LOC782601,0,0,1.51862,6.48154
LOC782609,0.0675846,-1.46015,0.0729115,1.21311
LOC782624,20,20,0,0
LOC782645,2.46335,1.40607,-0.27248,0
LOC782657,0.276539,0.406322,0.225468,1.00637
LOC782658,0,0,0,0
LOC782678,0.685867,-0.225676,-1.06347,-2.16184
LOC782682,0.59645,0,-0.230237,-0.714408
LOC782688,0.459539,1.07559,0.931651,1.33643
LOC782692,0,0,0,-1.28342
LOC782698,2.20803,0,0.418576,0
LOC782703,0.699037,-1.53369,-2.60095,-1.66309
LOC782739,0.538811,0.898396,0.618574,-2.36103
LOC782754,0.64694,0,0,0
LOC782776,0.817305,-0.640878,0.738701,1.43931
LOC782781,0,0,0.893128,0
LOC782791,1.42378,2.82587,0,-1.33228
LOC782792,0.406655,2.455,0.398081,-1.32363
LOC782797,0,1.63947,1.40573,0
LOC782802,-1.47508,0,-1.60811,-3.49423
LOC782807,0.834472,0,0,0
LOC782834,0.273426,-0.0630389,0.32381,-2.54384
LOC782841,0,0,0,0
LOC782861,-0.551506,-1.84241,-0.489361,-3.00777
LOC782861-2,-0.0406079,0.147443,-0.297299,-2.24411
LOC782865,-0.672587,-1.41061,-0.213245,-1.22089
LOC782866,0,0.238841,-1.92071,0
LOC782892,1.63706,1.08093,1.64233,0.759319
LOC782894,-0.417724,-1.48643,-0.250215,-1.63111
LOC782913,1.06472,0,-0.330183,-1.55434
LOC782922,1.00554,-0.701657,0.303662,-0.791045
LOC782941,0.453645,0.016511,-1.83465,-2.9673
LOC782950,1.08177,-0.434987,0.941956,-1.42038
LOC782951,-0.362273,-0.445217,-0.231044,0.180256
LOC782954,0.77176,0.591363,1.13978,1.37314
LOC782960,0,-2.12826,0,-3.86661
LOC782966,-0.248711,0.556845,0.155822,-2.7526
LOC782977,-0.872753,0,-0.435304,-0.928479
LOC783002,0,20,20,20
LOC783012,0.961714,0.504376,-1.02047,2.72543
LOC783024,-1.40043,0,-1.80177,-3.89726
LOC783066,-0.770531,-0.0918221,1.81473,-2.65849
LOC783096,0.955806,-0.0455165,1.5734,2.99811
LOC783105,0.14223,-0.430717,0.196545,-0.95283
LOC783125,0.432116,-0.722788,0.488893,-0.468101
LOC783134,0.635916,0.774357,1.35388,1.59997
LOC783151,-0.718282,-0.686204,-0.674302,-0.376572
LOC783161,0.656096,2.09664,1.02049,0.0527555
LOC783185,-0.444522,-1.68522,-0.935805,-1.01762
LOC783195,2.24884,0.669517,0.710109,-0.755469
LOC783201,-2.31028,-0.854629,-0.120376,-3.10796
LOC783202,0.425126,1.03662,0.598684,-0.736812
LOC783203,0,0,0,-0.334966
LOC783205,0,0,20,20
LOC783210,-0.133612,0,-0.911219,0
LOC783224,0.996738,1.32231,1.41647,-2.10016
LOC783225,1.11523,0,0,1.04937
LOC783231,-0.788837,0,-2.16418,-4.43755
LOC783253,-0.767138,-0.633615,0.65208,0.25038
LOC783279,-1.1744,-2.01567,0.0150642,-2.48217
LOC783294,-1.13212,-2.8242,-0.85394,-1.46089
LOC783299,-1.69228,0.185078,-0.893577,-1.95872
LOC783311,0,20,0,0
LOC783313,0,0,-0.445564,-2.60502
LOC783323,-0.384931,0,0,0
LOC783329,0.746337,2.1354,0.898855,0
LOC783359,-2.46716,-2.38799,0,-4.46913
LOC783362,-0.236105,0.675743,0.862855,2.1505
LOC783376,0.384256,0.242439,0.428558,0.89091
LOC783380,0,0,0,0
LOC783396,-0.0819718,0.47131,-0.039743,-1.82532
LOC783399,0.526464,-0.547698,1.53241,4.59495
LOC783434,1.42055,0,0.80864,0
LOC783446,-0.867932,0,-1.19139,-3.90993
LOC783461,0.259119,0.646188,0.506236,1.3054
LOC783466,-1.72426,-2.99437,-1.70616,-1.42827
LOC783488,20,20,20,0
LOC783491,20,0,20,0
LOC783492,0.0724435,0,-0.780626,-1.69464
LOC783497,-0.938634,0,0.568638,-0.470831
LOC783508,-1.90475,-2.56751,-3.1941,-1.5787
LOC783518,0,2.70218,2.39905,0
LOC783519,1.23062,0.265369,0.46659,-3.02271
LOC783533,-1.48862,-3.43315,-1.2245,0.627682
LOC783535,0,0,0,0
LOC783543,0,0,0,20
LOC783558,-2.57589,-2.70966,-1.59802,-5.39323
LOC783561,0,0,0.490619,-0.699274
LOC783562,1.15418,0,0,0
LOC783577,-0.370711,-0.615385,-0.263586,-0.0577015
LOC783582,1.27059,1.72802,1.34882,0
LOC783597,0.488508,0,-0.978471,-3.04279
LOC783598,0.0456965,0,0,-1.70753
LOC783600,-0.377602,0,-0.238311,-0.134654
LOC783604,-0.826388,-3.00161,-1.27419,1.22554
LOC783612,0.260045,1.49187,0.117761,-3.04333
LOC783616,0,0,-0.680931,0
LOC783630,0,-2.15608,-2.74881,-3.58077
LOC783646,-0.040818,-1.14805,-0.788368,-2.0609
LOC783649,20,0,20,0
LOC783655,-0.162676,0,1.44375,-1.78609
LOC783657,0.349889,0.0588051,0.391766,1.57873
LOC783671,0.726214,5.6625,3.9259,-2.08144
LOC783676,2.18654,0.495209,0.466872,-2.01554
LOC783680,0.628285,0.0207238,1.06729,2.3377
LOC783707,20,20,20,0
LOC783730,0.673768,1.99122,1.44088,-0.213267
LOC783737,-1.74452,-0.733354,-1.10793,-4.6115
LOC783811,0,-0.0920336,0.461174,0
LOC783812,20,20,20,20
LOC783838,-0.00568682,-1.55076,0.22009,0.344735
LOC783843,0,-0.673175,-0.508883,0
LOC783845,-0.957205,0,-1.16725,0
LOC783857,2.11422,0,-0.0936615,-0.36046
LOC783884,0.781668,-1.97218,-0.666137,-3.12705
LOC783885,1.97283,0,0.121016,-0.976011
LOC783893,-0.43349,0,-1.48185,0.566736
LOC783912,0,0,0.429687,0
LOC783917,-0.58525,0,-0.670452,-3.21349
LOC783920,-0.0693325,-1.5012,-0.709175,1.08266
LOC783933,-0.585617,1.5716,1.58584,-3.54622
LOC783945,0,0,0.673051,4.93723
LOC783947,-1.10786,-1.25066,-1.04833,-0.754439
LOC783951,-0.979582,-0.754215,-1.85919,-1.88919
LOC783975,0,0,0,-2.08089
LOC783998,0.581505,0,-1.72376,-1.96481
LOC784007,-1.42157,-2.93489,-1.54423,-0.790477
LOC784038,0,0,0,0
LOC784050,0,-0.996872,-1.55546,-2.86522
LOC784083,0.0286191,-0.33617,1.96286,0
LOC784100,-0.642291,0,-1.61012,0
LOC784108,0,0,0,20
LOC784119,-0.841315,0.215309,-0.683391,-2.01935
LOC784176,0.350301,-0.178152,-0.315202,-0.103685
LOC784185,-0.721375,3.33219,1.22166,0
LOC784187,0,0,0.206414,0
LOC784191,0,0,0,0
LOC784214,-1.08823,0,-1.02981,0
LOC784249,-1.34727,0,-0.707807,1.77582
LOC784254,0.178556,-0.9132,-0.0892891,4.84885
LOC784260,-1.5378,0,-2.69134,-2.47401
LOC784270,0.41399,0.650946,1.38126,1.19637
LOC784274,-2.10264,0,-1.418,-1.80238
LOC784285,20,0,20,0
LOC784302,20,0,20,20
LOC784305,0.624877,0,-0.762343,0.762879
LOC784305-2,-0.257268,0,-2.32737,-1.26868
LOC784318,-0.163771,-0.596543,0.241084,-1.34833
LOC784329,0.988184,0.0414217,0.302662,2.61708
LOC784332,-0.864348,0,-1.57057,0
LOC784372,-0.884102,-1.28606,-1.41348,-3.11683
LOC784376,0,0,-1.38549,-2.53136
LOC784379,20,0,0,0
LOC784406,-0.529443,-3.42357,-0.909136,-0.869799
LOC784409,-0.958173,-1.16286,-2.02295,-2.43724
LOC784417,0.171753,0,0.321984,0.349414
LOC784427,1.16898,0,0.803523,3.32402
LOC784434,0,20,0,0
LOC784435,20,0,20,0
LOC784451,-0.500656,-1.42088,-0.824164,0.779688
LOC784453,-0.281311,-4.32852,-1.64576,0.345715
LOC784455,-0.926002,-0.823478,0.826747,-1.23486
LOC784457,-0.511086,-1.49504,-0.817145,-0.192112
LOC784462,-0.0530569,0.907222,0.409916,0
LOC784517,-0.70184,-4.02488,0.468742,3.8161
LOC784517-2,0.0674707,0.592404,-0.38063,3.40225
LOC784522,0,20,0,20
LOC784525,0,0,0,0.469196
LOC784568,-0.738687,0,-0.281332,-2.59182
LOC784591,-1.57003,0,-1.21684,-3.29235
LOC784595,0,0,-0.360973,0
LOC784603,0.121632,0.173811,0.774809,0.274791
LOC784620,-1.48124,-2.51513,-2.28556,-3.01182
LOC784623,1.14665,0,1.24173,0
LOC784637,1.03839,1.12782,0.354278,-1.47523
LOC784652,20,0,0,0
LOC784679,0.353955,-1.32516,0.48245,-2.0532
LOC784681,-0.188435,1.62697,1.01614,-2.95402
LOC784703,0.794145,1.39474,0.697961,-1.38541
LOC784706,0,0,-0.111045,-1.72447
LOC784768,0.490801,-1.62233,-0.154891,8.8818
LOC784778,-1.61874,-0.731665,-0.127502,-1.82931
LOC784787,-0.739974,0,-2.64261,-3.10985
LOC784799,-1.52114,-1.72736,-1.029,-1.58238
LOC784846,-0.363394,-2.60667,0.624189,0.325543
LOC784858,0,20,20,20
LOC784860,-0.353557,-1.41098,-1.07243,-0.450156
LOC784866,0.147755,0.431142,0.273234,-1.00891
LOC784883,-0.0705598,-1.56107,-0.35888,0.388889
LOC784897,0,0,-1.49848,0
LOC784898,0,0,-1.59438,0
LOC784925,0,0,-0.646682,-1.27972
LOC784927,1.65799,-0.531507,0.604494,-1.76376
LOC784932,0.882138,0.409917,-0.97689,-1.21504
LOC784939,-1.8495,-0.95159,0.230347,5.93278
LOC784945,1.805,-2.23545,-0.014772,-2.14509
LOC784957,-1.50973,-1.45025,-2.28829,0
LOC784976,-1.59383,0,-0.821724,0
LOC785036,0.61026,0,0,0
LOC785042,-1.64065,-2.70013,-0.563902,1.83635
LOC785050,0,0.341773,0,0
LOC785068,1.08412,0,0,0
LOC785080,0,0,0,0
LOC785082,0.346637,0,0,0
LOC785105,0,0,20,20
LOC785107,-0.463703,-0.626519,-0.282181,-0.551284
LOC785109,0,0,0.754146,0
LOC785144,0,0,0,0
LOC785145,0,0,0,0
LOC785149,0,0,-2.78781,-2.07825
LOC785150,-1.68743,-1.19627,-2.01718,-2.47716
LOC785162,0,0,0,0
LOC785168,-0.190082,-1.76528,-0.258934,0.238339
LOC785207,1.9834,0,0.933583,-2.0674
LOC785216,0.901789,-0.598815,0.467047,0.212914
LOC785236,0,0,0,0
LOC785238,-0.534652,0,-0.267118,0
LOC785256,0,0.219379,0,-1.2911
LOC785258,1.14693,0,0.435181,-2.33935
LOC785277,3.23698,0,1.27759,0.25338
LOC785282,0,0,0,0
LOC785330,-1.39319,-0.180136,-0.234559,-1.23165
LOC785332,0.521722,-0.859436,0.0818518,-2.91224
LOC785342,-0.465541,-0.932517,-0.560947,-0.504438
LOC785370,0,0,0.444435,-3.42127
LOC785371,-0.435738,-1.61157,-0.417143,-0.745823
LOC785379,-0.389086,0.26177,0.789148,0
LOC785386,1.06863,0.631037,1.22232,1.33311
LOC785392,0.247395,-0.543827,-0.548259,0.154834
LOC785403,-0.154113,-1.84452,-0.651342,2.01382
LOC785406,0.578425,-0.222973,0.672132,-1.89675
LOC785408,-1.72043,-3.71574,-2.42762,-2.25057
LOC785431,-0.440759,0,-1.74155,-4.11882
LOC785470,-0.146058,0,0.291749,0
LOC785473,1.01365,-0.412242,0.704053,-1.80259
LOC785500,0.01694,-1.48474,-1.0248,-2.78286
LOC785503,0.137426,-0.508632,0.260524,-0.949549
LOC785540,0.695858,-0.320448,0.232459,-1.95047
LOC785565,0,0,0,0.407765
LOC785567,0.35813,0.892551,0.875439,-1.00291
LOC785568,-0.559325,-0.681586,-0.72137,-1.26588
LOC785582,20,0,20,20
LOC785608,0,0,1.63043,0
LOC785617,0,0,0,-2.12675
LOC785623,0,0,0,0
LOC785624,-0.512103,0,-1.1368,0
LOC785630,-2.48053,-4.61859,-3.38628,-0.869928
LOC785639,0,0,0,0
LOC785647,-0.236474,-0.356152,-0.0363855,-3.61572
LOC785663,-0.891592,0,-0.523707,3.09284
LOC785667,-0.628841,0,-2.87378,0
LOC785678,-0.519567,0,-0.774541,0
LOC785683,0.434644,-1.3578,-0.374216,-2.71562
LOC785684,-0.245262,0.0876931,0.722813,-1.49491
LOC785712,1.46417,0,0,0
LOC785723,0.682601,0,-1.94767,-2.80329
LOC785745,1.17688,-0.791697,0.861601,-2.13769
LOC785755,1.01441,0,1.31646,0
LOC785756,1.86532,0.978146,1.2248,0.173851
LOC785762,-0.0761817,0.0303552,-0.387815,-1.87868
LOC785769,-0.368734,-0.930026,-0.526522,0.416242
LOC785779,0,0,-0.19315,0
LOC785803,0.215045,1.33571,1.23209,0.24252
LOC785804,0.622769,-0.386617,-0.113627,0.418231
LOC785811,0,0,0.159188,0
LOC785817,-0.787697,-1.4148,-1.23665,-1.43344
LOC785848,-1.31324,0,-1.88419,-1.92256
LOC785854,0,-0.266714,-0.293701,-2.06647
LOC785866,0,-0.481853,-1.575,-0.421111
LOC785867,0.0861922,0.370627,0.141381,-0.254251
LOC785874,0,0,20,0
LOC785875,-1.14208,-1.50715,0.113987,-1.81479
LOC785898,0.706533,-0.610249,-0.0468375,-0.473047
LOC785899,-0.781776,0,-1.43389,-1.64929
LOC785907,-0.583602,-1.32895,-0.522944,-2.30028
LOC785910,-0.883313,-1.01934,0.359391,0
LOC785914,1.6582,0,-0.617238,-1.58555
LOC785933,-1.30326,0,-0.665061,-0.816726
LOC785944,20,20,20,20
LOC785946,-1.01826,-1.10987,-0.895398,0
LOC785969,0.312147,0,0.501856,0
LOC785981,-1.10511,-1.58263,0,0
LOC785982,-0.579313,-2.95812,-0.12439,0.42399
LOC785996,-1.70377,-1.49177,-1.60069,2.20157
LOC785997,-1.89659,-3.54027,-1.25033,-3.57161
LOC786046,-0.0195003,0.788601,-0.0824914,-2.51531
LOC786060,-0.418949,-0.359721,-0.0189858,1.31497
LOC786065,-0.173717,0.26661,0.311218,0.765719
LOC786073,1.28475,2.39528,1.4989,-0.547488
LOC786089,0.134587,-1.46668,-0.991552,0.21631
LOC786095,-1.71508,0.119492,-1.1336,-0.274492
LOC786119,0.385626,0,0,0
LOC786126,-2.55643,-0.963415,-3.43922,-2.3704
LOC786149,0,-1.09085,-1.68487,-2.7982
LOC786201,0.737888,0,0,0
LOC786202,-0.332136,-0.360686,-0.0739016,-2.1165
LOC786211,-2.15836,-1.87141,0.169962,-1.32131
LOC786215,0.779718,1.79139,0.976884,1.18238
LOC786224,-0.0393712,-1.39197,0,-1.46788
LOC786246,-0.926014,-1.83305,-1.02452,-0.405359
LOC786254,-0.881326,-0.484147,0.362854,2.17012
LOC786258,-0.0846282,-0.84242,0.0391393,0.217168
LOC786263,0,1.16533,0,-0.284865
LOC786270,0.219275,0,0.475723,-3.12526
LOC786285,0,0,0,-1.10952
LOC786291,3.10506,1.68644,1.36223,-0.175487
LOC786338,20,0,20,0
LOC786342,0.263939,0.617343,-0.207279,-1.75596
LOC786348,2.10685,0,0,3.35264
LOC786352,0.317256,-1.10459,0.428901,1.37621
LOC786353,-0.128042,-2.6796,-3.85084,-2.04509
LOC786357,0,0,20,20
LOC786364,1.19758,1.58458,0,0
LOC786371,-2.36217,0,-2.47315,-3.54035
LOC786372,0.0806263,-1.01244,-0.22704,2.3976
LOC786377,0.92224,0,-0.587217,-0.601616
LOC786386,0.221455,0.220782,0.355622,-3.44948
LOC786410,0,0,0,0
LOC786410-2,-1.14642,-0.869317,-0.186582,2.79124
LOC786421,-1.62096,0,-1.46908,-1.22216
LOC786474,-0.304709,0.464652,0.415165,0
LOC786512,-0.870197,-0.162359,-0.357861,-1.81725
LOC786531,0.328452,0.055439,0.256269,1.20053
LOC786545,0.625235,0,0.390052,3.63083
LOC786573,0,20,20,20
LOC786578,2.86356,0.896321,0.372745,2.68451
LOC786586,0.598072,-0.169471,-1.30688,-0.714743
LOC786596,0,4.08876,2.89532,0
LOC786597,0.474765,0.226727,0.093003,-1.13655
LOC786608,0,0,1.46107,1.46022
LOC786610,0,0,0,0
LOC786621,0,0,0,0
LOC786628,-0.557365,-1.71401,-0.706374,-2.23056
LOC786652,-0.579217,-1.58269,-0.667967,-1.33675
LOC786689,0.242999,0,0.305312,-1.85209
LOC786695,-3.10044,-2.58169,-1.67166,-2.16061
LOC786698,0,0,0.66583,0
LOC786706,-0.0428704,-3.05144,-0.290784,-1.91126
LOC786717,0.890581,0,-0.309823,4.25975
LOC786718,0.501519,0.902925,0,0
LOC786726,-0.574503,-1.43731,-0.327029,0.250009
LOC786738,-1.0354,-0.516225,-1.03027,-3.01183
LOC786796,0.816714,1.05534,1.81268,1.72732
LOC786803,-0.397385,0,0,0
LOC786804,1.25343,2.10134,0.327849,0
LOC786808,-0.309171,2.33445,1.33885,1.09455
LOC786811,1.36718,0.338635,1.50742,-2.50848
LOC786829,0.205977,-1.12695,0.492413,-1.41987
LOC786836,2.85899,0,2.37382,0.408922
LOC786840,-0.949764,-1.1448,-1.78007,0
LOC786846,20,0,20,20
LOC786866,-1.56099,0.182531,0.918894,0
LOC786867,-1.53418,-4.67022,-3.13062,0.991714
LOC786881,-0.835727,-0.789907,-2.21156,-1.42487
LOC786897,1.82768,0,0,0
LOC786908,-0.801844,0.215865,0,3.73843
LOC786914,0.68812,1.52794,0.957049,1.12464
LOC786928,0,-1.03762,-1.4759,-0.166744
LOC786942,0.722768,2.19803,1.90994,1.4946
LOC786948,0.259477,1.50529,0.860565,-0.971104
LOC786960,-0.292335,0,-2.51658,-2.34324
LOC786966,-0.692931,0.249143,-0.620516,-2.08587
LOC786974,-0.454022,-0.277217,-0.111714,-0.954998
LOC786987,-0.302276,-0.550112,0.123148,1.97312
LOC786995,0,0,0.395681,0
LOC786996,-1.43144,-2.55741,-1.61576,-3.10918
LOC787011,0,-0.914252,-2.12392,-0.967088
LOC787041,-0.250966,0,0,-2.11745
LOC787051,0,0,0,0
LOC787057,-1.39917,-2.58955,-1.75377,-0.492079
LOC787071,0,0.906007,0.359486,-1.88443
LOC787084,0,0,-1.34692,-2.36654
LOC787105,-1.06604,0,-0.396242,4.04236
LOC787114,1.03991,-2.25918,0.191993,-1.52103
LOC787122,-2.37531,-1.88036,-1.97689,-5.04863
LOC787129,0,0,0,-1.28394
LOC787130,-0.964208,0.53328,0.184061,-2.05029
LOC787134,-1.08051,0,0,-2.81217
LOC787145,0.327232,1.29164,-1.57093,0.477574
LOC787150,0.659938,-0.703888,0.390043,-2.69528
LOC787220,0.687836,0,0.197041,0.671234
LOC787225,0.999618,0.661419,0,0
LOC787234,-0.644876,-0.714765,1.98981,1.8692
LOC787241,20,20,20,20
LOC787247,-0.433538,0,0,-2.23522
LOC787249,0,0,0,0
LOC787269,-0.604339,-0.444373,0.0408164,0.25753
LOC787306,1.03964,0,0.315974,-0.62949
LOC787309,-0.173466,-0.138916,-0.273209,0.0642265
LOC787340,0.159219,1.4413,0.589699,-2.07841
LOC787343,0.321175,1.42144,-0.193528,1.53944
LOC787358,-0.581959,0,-1.01813,-2.35769
LOC787369,0,0,0.428183,-0.727798
LOC787385,20,0,20,20
